#OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_6405	no_hit	Dinophyceae	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_6406	no_hit	Dinophyceae	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_6407	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	s_
ASV_6408	no_hit	Euglenozoa	unknown	Diplonemea	unknown	g_	s_
ASV_6409	no_hit	Dinophyceae	Dinophyceae	Syndiniales	no_hit	g_	s_
ASV_6410	no_hit	unknown	Polycystinea	Nassellaria	no_hit	g_	s_
ASV_6411	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	s_
ASV_6412	no_hit	Ciliophora	Oligohymenophorea	Apostomatida	Colliniidae	g_	s_
ASV_6413	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_6414	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_6415	no_hit	Dinophyceae	Dinophyceae	Gymnodiniales	no_hit	no_hit	no_hit
ASV_6416	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_6417	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_6418	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_6419	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_6420	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	s_
ASV_6421	no_hit	Imbricatea	unknown	Marimonadida	unknown	Abollifer	s_
ASV_6422	no_hit	unknown	Cryptophyceae	Pyrenomonadales	Geminigeraceae	g_	s_
ASV_6423	no_hit	Ciliophora	Colpodea	unknown	unknown	g_	s_
ASV_6424	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_6425	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_6426	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
