#OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_7968	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_7969	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_7971	no_hit	Perkinsozoa	unknown	Perkinsida	Xcellidae	g_	s_
ASV_7972	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	s_
ASV_7973	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_7974	no_hit	Endomyxa	Ascetosporea	Paradiniida	unknown	g_	s_
ASV_7977	no_hit	unknown	Polycystinea	no_hit	no_hit	no_hit	no_hit
ASV_7978	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	s_
ASV_7981	no_hit	Dinophyceae	Dinophyceae	Syndiniales	no_hit	g_	s_
ASV_7982	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	s_
ASV_7985	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	s_
ASV_7987	no_hit	Ciliophora	Spirotrichea	Tintinnida	Tintinnidae	Salpingella	s_
ASV_7988	no_hit	Euglenozoa	unknown	Diplonemea	unknown	g_	s_
ASV_7989	no_hit	Ciliophora	Spirotrichea	Sporadotrichida	Oxytrichidae	g_	s_
ASV_7990	no_hit	Ciliophora	Phyllopharyngea	Dysteriida	Plesiotrichopidae	g_	s_
ASV_7994	no_hit	Ciliophora	Oligohymenophorea	Philasterida	Loxocephalidae	g_	s_
ASV_7996	no_hit	Ciliophora	Oligohymenophorea	Apostomatida	Foettingeriidae	g_	s_
ASV_7997	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_7998	no_hit	Euglenozoa	unknown	Diplonemea	Hemistasiidae	g_	s_
ASV_7999	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_8000	no_hit	Euglenozoa	unknown	Diplonemea	unknown	g_	s_
ASV_8001	no_hit	Euglenozoa	unknown	Diplonemea	unknown	g_	s_
ASV_8003	no_hit	Dinophyceae	Dinophyceae	Syndiniales	no_hit	g_	s_
ASV_8005	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_8009	no_hit	Oomycota	unknown	Lagenidiales	Haliphthoraceae	Haliphthoros	s_
ASV_8011	no_hit	unknown	unknown	unknown	unknown	g_	s_
ASV_8012	no_hit	unknown	Bigyra	Thraustochytrida	Thraustochytriaceae	g_	s_
ASV_8016	Metazoa	Arthropoda	Hexanauplia	Calanoida	no_hit	no_hit	s_
ASV_8017	Metazoa	Arthropoda	Ostracoda	Halocyprida	Halocyprididae	g_	s_
ASV_8018	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_8020	no_hit	Bacillariophyta	Coscinodiscophyceae	Melosirales	Melosiraceae	Melosira	no_hit
ASV_8023	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_8025	no_hit	Ciliophora	unknown	unknown	unknown	g_	s_
ASV_8029	no_hit	unknown	Cryptophyceae	no_hit	no_hit	no_hit	no_hit
ASV_8030	no_hit	unknown	unknown	unknown	unknown	g_	s_
